V_apr,V_inc,V_age,V_per,W_apr,W_inc,W_age,W_per
5,4,8,9.854609908504525,0.6819074759775695,0.19581391083734714,0.7544482814067662,0.73961653709644
7,4,8,6.579325045973721,0.6477743129701148,0.20514151358207505,0.4685343883047103,0.7803982421732448
7,4,2,0.39798259161092364,0.8357729129632009,0.35079240937967554,0.6954836432308222,0.8003820294812064
6,1,2,5.7822356944979125,0.749091412060783,0.3937876923037189,0.7607606841684391,0.7775140813914482
9,4,6,9.398078269730082,0.7923082467287131,0.36332695765663703,0.5918006908799354,0.8444743289062738
6,1,10,9.643350595551683,0.6561052550519407,0.36229240711542765,0.6377235234875589,0.6750405716525173
6,4,4,9.806332288576417,0.917209301192261,0.26226152589773527,0.6670119602575414,0.6625073047290169
2,4,4,3.670416720954348,0.5482941405652495,0.3228025380721775,0.7667376273896913,0.8279960768054198
5,2,3,3.4701168355863388,0.5882258501316909,0.18924683786013746,0.877961793791484,0.8017535059467775
6,2,3,8.45976184664664,0.767888870017941,0.5545618476472406,0.7448420710282131,0.7250287035910676
3,2,3,1.9234305927097661,0.709012766802676,0.2633439644003402,0.816195777796743,0.8882463233768172
7,4,2,8.453150825067436,0.7055626295873807,0.42894681225036124,0.8070590464790764,0.7454525852653882
1,2,2,7.550895399070292,0.6189999127530907,0.14194371399015782,0.6559500931747271,0.7358046152391214
6,2,2,0.9362244127044461,1.0,0.32791844445814133,0.6462667864952969,0.8652558048064581
5,6,8,5.221398389517168,0.5137541603738268,0.2993363040050212,0.5905996927869218,0.9850253433057538
6,4,4,5.473012362920691,0.602441824762988,0.35336691595081415,0.7042309780420647,0.6871058474172169
3,6,4,7.077712712095221,0.73509021679554,0.2858903849761981,0.7003722954722341,1.0
5,2,3,4.944856303357855,0.6155322880146245,0.1581512918496863,0.6493687995067607,0.801424275768744
6,4,8,2.5134410742241178,0.7466310504977114,0.3256524706239071,0.6357505480795074,0.7484133458846673
5,2,3,2.1888855360512727,0.7475604409058647,0.19730147203143505,0.7891301208720714,0.8784767444242213
5,4,2,9.479137807481194,0.7462921463236479,0.36113845212036205,0.46595900491572356,0.8877397500294042
5,4,2,1.6168952787096214,0.6926502965592195,0.24608750729599543,0.6854491892382607,0.9038195614600372
3,2,8,9.712874645447574,0.7652616307737422,0.10190013322151695,0.7227415280762514,0.6561477019207597
4,6,6,5.658342117536252,0.8160739948892113,0.3529830066420574,0.6180766331917542,0.65713633107194
5,6,1,4.296771354325632,0.7954064230188815,0.296350323988271,0.5964248066112425,0.8344537149168382
7,4,3,8.357591874674807,0.7850343787002293,0.40192772762170365,0.7358301164192284,0.9082160832707502
5,6,2,9.752496805463416,0.6783440363036681,0.3732354546617045,0.7152766179875624,0.7929867180449499
4,2,2,7.2416538143969245,0.6144216800988211,0.21282286333882783,0.7184181416924454,0.7641111969553512
7,4,8,8.488302643681632,0.6835805881666077,0.361237754430541,0.6616478352454955,1.0
6,2,1,6.588198218796929,0.7077951059953583,0.2642713797423477,0.7898269137001348,0.6673082877384242
4,6,4,9.972973570555382,0.8086185881267884,0.31903034184158213,0.6732895347509876,0.7884604407691339
6,2,4,5.374088023744306,0.6675198831930583,0.4703700346675074,0.7983506484766826,0.8488480881799451
6,1,3,0.08552589284655632,0.7964207725471164,0.5176720824401502,0.6889017047757555,0.8361521181323328
8,6,4,8.657897641525325,0.9077520666975437,0.22500189281871066,0.9473056908093285,0.713698565223056
8,4,2,6.509419597609247,0.7681586103139781,0.3822982545816063,0.7263767319672653,0.8390840917330665
3,6,2,4.238071805854505,0.6307356702229822,0.34037921929466586,0.7184492177864648,0.7712308381505071
5,4,3,4.5528994069050555,0.6808333554998821,0.19849169645785605,0.6794687755400368,0.9225265613017033
4,8,3,5.430248581872059,0.7308460022809143,0.19063334743469995,0.7399300444201803,0.8123341416627851
6,4,2,7.33677930535105,0.8532305787144068,0.32668589684899024,0.7890804056402647,0.6498651635428111
5,6,8,2.0611371346285754,0.8901316048429019,0.2443971720265026,0.8695642483884696,0.867758861685674
4,6,8,8.344202059922807,0.5847580069648082,0.2910795747745505,0.7191676759252917,0.8170308167242075
6,2,10,3.710843434027148,0.7726606736474126,0.35663760502069086,0.6671359931161517,0.8498237419113782
5,6,3,0.6836651239182301,0.7983079515492342,0.15293096474661616,0.7795670054039738,0.7468860414517603
7,4,4,9.509730173397267,0.7208940807278013,0.4821947853178151,0.5678665623637834,0.8880182076527658
5,4,8,6.431625695928075,0.682013190113606,0.29922412029827744,0.6950293154859187,0.7310770396402203
5,6,2,4.274002879659852,0.6639162646078016,0.2912735395285775,0.7935187853352351,0.9362862324879369
5,4,2,8.77141660552912,0.7530277686258083,0.2599183608446099,0.6221675921789117,0.6891995823220675
5,6,2,2.8471600730988076,0.690822976390145,0.15481211049070087,0.8161566117196613,0.6235825957676462
5,4,3,4.106890845764317,0.65833355908136,0.32019833689299404,0.6513839910233833,0.5492961735125197
6,2,4,1.5552301457224682,0.8020926811603717,0.24733207769910254,0.8133912978236788,0.6963481482463525
